function,db,func_child_cnt,func_child,table_child_cnt,table_child
user_segmentation,VisionOne,0,[],3,"['Federation', 'V1VisitsV3', 'CLP_Account_License']"
user_segmentationv2,VisionOne,0,[],3,"['Federation', 'V1VisitsV3', 'CLP_Account_License']"
Func_Trilogy_API,VisionOne,0,[],1,['dataLakeAPI']
CE_get_risk_insight_metrics,VisionOne,0,[],1,['xdr_pendo_events_flattened']
user_segmentationv3,VisionOne,0,[],3,"['Federation', 'V1VisitsV3', 'CLP_Account_License']"
GET_NAV_APP_FUNC3,VisionOne,0,[],0,[]
GET_V1_URL_PATH,VisionOne,0,[],0,[]
Credit_Customer_Source_Dashboard,VisionOne,0,[],1,['CLP_Account_UBT_Daily']
CLP_WHO_USE_Help_Resource_Center,VisionOne,0,[],1,['xdr_pendo_events_flattened']
n1_monthly_cus_table,VisionOne,0,[],4,"['Dim_Product', 'CUS_Account_Profile', 'Fact_Sold_Output_Data', 'CLP_Account_UBT_Daily']"
xdr_matomo_events_bak,VisionOne,0,[],2,"['tmsas_matomo_log_link_visit_action', 'tmsas_matomo_log_link_visit_action_v2']"
CE_get_risk_insight_data_source,VisionOne,0,[],1,['sase_tdl']
FW_Entitled_Customer,VisionOne,0,[],1,['CLP_Account_License']
TRI_get_enter_page_raw_data_bak,VisionOne,0,[],1,['xdr_pendo_events_flattened']
xdr_endpoint_policy_status_tenant,VisionOne,0,[],3,"['xdr_endpoint_policy_tenant', 'xdr_endpoint_policy_status', '_xdr_endpoint_policy_status']"
xdr_endpoint_policy_deploy_switch_tenant,VisionOne,0,[],3,"['xdr_endpoint_policy_tenant', '_xdr_endpoint_policy_deploy_switch', 'xdr_endpoint_policy_deploy_switch']"
xdr_endpoint_policy_tenant_policy,VisionOne,0,[],3,"['xdr_endpoint_policy_tenant', 'xdr_endpoint_policy', '_xdr_endpoint_policy']"
TPI_pendo_3rd_party_sharing_v2,VisionOne,0,[],1,['xdr_pendo_events_flattened']
GET_NAV_APP_FUNC,VisionOne,0,[],0,[]
GET_IF_CUSTOMERS_V3,VisionOne,0,[],0,[]
GET_TRILOGY_RISKS_SUM,VisionOne,0,[],1,['dataLakeMetrics']
GET_WEEKLY_ACCUMULATE_CUSTOMERS,VisionOne,0,[],0,[]
Customer_License_Base,VisionOne,0,[],1,['CLP_Account_License']
NI_pendo_events,VisionOne,0,[],1,['xdr_pendo_events_flattened']
SANDBOX_ANALYSIS_ACTIVE_CLP_FUNC_Frost,VisionOne,0,[],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
Func_CLP_Account_CES,VisionOne,0,[],3,"['CLP_Account_License_Daily', '_CLP_Account_UBT_Daily', 'CLP_Account_License']"
slog_system_pii,VisionOne,0,[],0,[]
slog_system,VisionOne,0,[],1,['_slog_system']
SASE_TEST_DUAL_2_FUNC,VisionOne,0,[],2,"['sase_tdl', 'CLP_Account_License']"
SASE_TEST_DUAL_1_FUNC,VisionOne,0,[],2,"['sase_tdl', 'CLP_Account_License']"
TRI_get_enter_page_raw_data_t,VisionOne,0,[],1,['xdr_pendo_events_flattened']
CE_get_OAT_copy_to_clipboard,VisionOne,0,[],3,"['tmsas_matomo_log_visit', 'tmsas_matomo_log_link_visit_action', 'tmsas_matomo_log_action']"
SANDBOX_ANALYSIS_ACTIVE_CLP_FUNC,VisionOne,0,[],2,"['xdr_pendo_events_flattened', 'CLP_Account_License']"
Customer_Enabled_Counts_ETL,VisionOne,0,[],4,"['MAK_Account_GUID', 'CLP_Account_UBT', 'osce_product_feedback', 'CLP_Account_License']"
Onboard_Customer_Header,hubble,0,[],1,['CLP_Account_UBT_Daily']
XDR_cus_include_expired,VisionOne,0,[],1,['CLP_Account_License']
Service_One_Trial_Customers,VisionOne,0,[],0,[]
xdr_endopoint_agent_view,VisionOne,0,[],1,['xdr_endpoint_agent']
Trial_Account_Profile,hubble,0,[],5,"['C1_Account_License', 'CUS_Registered_Account_Profile', 'CUS_Account_Profile', 'MAP_FIN_Region_BU', 'CLP_Account_License']"
GET_DISCOVERED_ATTACK_SURFACE_RAW2,VisionOne,0,[],0,[]
Log4j_LRFM_Model_weight,VisionOne,0,[],0,[]
GET_DISCOVERED_ATTACK_SURFACE_RAW,VisionOne,0,[],0,[]
Log4j_LRFM_Model_weight_logistic2,VisionOne,0,[],0,[]
Log4j_LRFM_Model_with_weight_v3,VisionOne,0,[],0,[]
Log4j_LRFM_Model_without_weight_v3,VisionOne,0,[],0,[]
GET_ES_EPP,VisionOne,0,[],1,['sase_tdl']
sase_tdl_AggregatedDevicev3,VisionOne,0,[],1,['sase_tdl']
sase_tdl_idscore,VisionOne,0,[],1,['sase_tdl']
GET_FEATURE_ADOPTION_RATE,VisionOne,0,[],1,['sase_tdl']
MESCompany,VisionOne,0,[],1,['MESCompany']
GET_SAMBA_MAKETO_DATA,VisionOne,0,[],0,[]
Log4j_LRFM_Model_weight_logistic,VisionOne,0,[],0,[]
Reports_download,VisionOne,0,[],0,[]
Func_CLP_Account_DQ_Temp,VisionOne,0,[],2,"['CLP_Account_UBT_Daily', 'CLP_Account_License']"
GET_OS_Category,VisionOne,0,[],0,[]
GET_TABLE_ASSETS,VisionOne,0,[],0,[]
GET_ZTRI_RISK_EVENTS,VisionOne,0,[],1,['dataLakeMetrics']
GET_ZTRI_SENSOR_LOGS,VisionOne,0,[],1,['dataLakeMetrics']
GET_LOG4J_MAKETO_DATA,VisionOne,0,[],0,[]
GET_DISCOVERED_ATTACK_SURFACE_RAW3,VisionOne,0,[],0,[]
NEW_ZTSA_internetassessgateway_Customer,VisionOne,0,[],0,[]
NEW_ZTSA_internetassessgateway_Customer_daily,VisionOne,0,[],0,[]
Log4j_LRFM_Model_weight_v2,VisionOne,0,[],0,[]
TRI_get_customer_list,VisionOne,0,[],0,[]
Reports_Inuse,VisionOne,0,[],0,[]
GET_RISK_INDEX,VisionOne,0,[],1,['sase_tdl']
Credit_inApp_Promotion_License_Cus_Eligible,VisionOne,0,[],2,"['CLP_Account_UBT', 'CLP_Account_License']"
Credit_inApp_Promotion_Credit_Cus_Eligible,VisionOne,0,[],2,"['CLP_Account_UBT', 'CLP_Account_License']"
Credit_inApp_Promotion_SG_Cus_Eligible,VisionOne,0,[],2,"['CLP_Account_UBT', 'CLP_Account_License']"
ZTSA_ZTNA_Deployed_Daily_FUNC,VisionOne,0,[],1,['sase_tdl']
GET_ZTSA_CUSTOMERS_HISTORY,VisionOne,0,[],0,[]
Danny_test,VisionOne,0,[],0,[]
Log4j_LRFM_Model,VisionOne,0,[],0,[]
FW_MAK_With_Click_Log,VisionOne,0,[],1,['MAK_Account_GUID']
Log4j_LRFM_Model_with_weight,VisionOne,0,[],0,[]
Get_Data_Group,VisionOne,0,[],0,[]
GET_CVE_INFO,VisionOne,0,[],1,['sase_tdl']
GET_GLOBAL_ATTACK_MIGRATIONS,VisionOne,0,[],1,['sase_tdl']
GET_GLOBAL_CVE_INFO,VisionOne,0,[],1,['sase_tdl']
GET_ATTACK_INDEX,VisionOne,0,[],1,['sase_tdl']
GET_ATTACK_PHASES_OVERVIEW,VisionOne,0,[],1,['sase_tdl']
GET_SITE_RISK_INDEX,VisionOne,0,[],1,['sase_tdl']
ApexOne_RT_Setting_Action,VisionOne,0,[],2,"['RealTimeScanSetting', 'RealTimeScanAction']"
Log4j_LRFM_Model_with_weight_v2,VisionOne,0,[],0,[]
GET_ATTACK_DETECTIONS,VisionOne,0,[],1,['sase_tdl']
GET_PCODE_PROTECTION_LAYER,VisionOne,0,[],0,[]
GET_GLOBAL_ATTACK_DETECTIONS,VisionOne,0,[],1,['sase_tdl']
GET_ATTACK_MIGRATIONS,VisionOne,0,[],1,['sase_tdl']
Log4j_LRFM_Model_weight_v2_v1,VisionOne,0,[],0,[]
NEW_ZTSA_rule_enforcement_customers,VisionOne,0,[],1,['NEW_ZTSA_rule_enforcement_customers_temp3']
xdr_endopoint_agent_daily_snapshot_view,VisionOne,0,[],1,['xdr_endpoint_agent']
DVASS_VALID_CUSTOMERS,VisionOne,0,[],1,['CLP_Account_License']
Get_ZTSA_Rules,VisionOne,0,[],0,[]
Func_V1_Deployed_bySensor,VisionOne,0,[],1,['CLP_Account_UBT_Daily']
Func_Fix_DateTime_Issue_For_CLP_Account_License,VisionOne,0,[],1,['CLP_Account_License']
Security_assess_visit_7d,VisionOne,0,[],1,['CLP_Account_License']
Security_assess_startassess_7d,VisionOne,0,[],1,['CLP_Account_License']
Security_assess_completeassess_7d,VisionOne,0,[],1,['CLP_Account_License']
ZTSA_In_Use_Customer_all,VisionOne,0,[],1,['CLP_Account_License']
ZTSA_customer_Funnel_30d,VisionOne,0,[],0,[]
sase_tdl_dataLakeAPI,VisionOne,0,[],1,['sase_tdl']
DVASS_SUSPICIOUS_VDI_AGENTS,VisionOne,0,[],1,['SoftwareNotification']
Func_CLP_Account_DQ_Before_Rename,VisionOne,0,[],7,"['CLP_Account_CES_Daily', 'CLP_Account_UBT', 'CLP_Account_UBT_Acknowledge_DQ', 'Trial_To_Paid_Conversion_Rate', '_CLP_Account_UBT_Daily', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
Customer_GUIDS,VisionOne,0,[],1,['MAK_Account_GUID']
Func_V1_Deployed_byOS,VisionOne,0,[],1,['Deployed_Endpoint_Sensor_Count_Detail']
Func_CLP_Account_DQ,VisionOne,0,[],6,"['CLP_Account_CES_Daily', 'CLP_Account_UBT', 'CLP_Account_UBT_Acknowledge_DQ', 'Trial_To_Paid_Conversion_Rate', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
CLP_WITH_V1_ACTIVE_LICENSE_DAILY,VisionOne,0,[],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
DVASS_Enabled_Agent_Per_Company,VisionOne,0,[],1,['xdr_endpoint_agent']
DVASS_Exploit_Attempt_Per_Company,VisionOne,0,[],1,['ExploitAttemptStatistics']
Credit_Customer_Source,VisionOne,0,[],1,['CLP_Account_UBT_Daily']
DVASS_Vulnerability_Per_Company_Per_Week,VisionOne,0,[],1,['DeviceVulnerability']
DVASS_Endpoint_Notify_Per_Company,VisionOne,0,[],1,['DvassEndpointNotification']
Func_MAK_Account_License_Daily,VisionOne,0,[],2,"['MAK_Account_License', 'MAP_MAK_Account_License_Daily']"
Func_Conversion_Rate_Full,VisionOne,0,[],3,"['CLP_Account_UBT', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
GET_ZTRI_SENSOR_STATUS_RAW,VisionOne,0,[],1,['sase_tdl']
Func_CLP_Account_UBT_Daily_DB_Sync,VisionOne,0,[],1,['CLP_Account_UBT_Daily']
FW_Complimentary_Credit_Eligible_Customer_No_Seat_Limitation,VisionOne,0,[],1,['FW_Complimentary_Credit_Eligible_Customer_No_Seat_Limitation']
NEW_ZTSA_customers_30d,VisionOne,0,[],1,['NEW_ZTSA_customers_30d_temp3']
Reports_Schecule_Running,VisionOne,0,[],0,[]
Reports_Schedule_Running,VisionOne,0,[],0,[]
NEW_ZTSA_privateassess_customers,VisionOne,0,[],1,['xdr_endpoint_agent']
GET_DISCOVERED_ATTACK_SURFACE_30_DAYS,VisionOne,0,[],1,['sase_tdl']
Log4j_LRFM_Model_weight_v2_v2,VisionOne,0,[],0,[]
Func_V1_Conversion_Rate_Trending,VisionOne,0,[],2,"['Trial_To_Paid_Conversion_Rate', 'CLP_Account_License']"
GET_TRILOGY_PRODUCT_CODE_MAPPING,VisionOne,0,[],0,[]
GET_PRODUCT_CODE_MAPPING,VisionOne,0,[],0,[]
GET_TRILOGY_RISK_EVENTS,VisionOne,0,[],1,['dataLakeMetrics']
DS_File_List,VisionOne,0,[],1,['ds_product_feedback']
Func_V1_Conversion_Rate_Summary,VisionOne,0,[],1,['Trial_To_Paid_Conversion_Rate']
Reports_Visit,VisionOne,0,[],1,['xdr_pendo_events_flattened']
ZTSA_ZTNA_CLP_Daily_FUNC,VisionOne,0,[],1,['sase_tdl']
DVASS_Vulnerability_Per_Company,VisionOne,0,[],1,['DeviceVulnerability']
NEW_ZTSA_details_deploy_customers_daily,VisionOne,0,[],0,[]
Enable_Sensor_CLP_FUNC,VisionOne,0,[],1,['sase_tdl']
GET_DVASS_0DAY_ALERT,VisionOne,0,[],1,['sase_tdl']
Reports_Generated_Clp,VisionOne,0,[],0,[]
ddi_Fn_build_label,VisionOne,0,[],0,[]
ddi_Fn_guid_with_latest_feedback,VisionOne,0,[],1,['ddi_product_feedback']
ddi_Fn_guid_with_latest_feedback_in_1d,VisionOne,0,[],1,['ddi_product_feedback']
ddi_Fn_valid_cus,VisionOne,0,[],1,['MAK_Account_License']
CLP_CAS_License,VisionOne,0,[],4,"['CUS_Registered_Account_Profile', 'CDE_Product_Hierarchy', 'REV_Sales_Inv_SubLines_LMP', 'REV_Sales_Inv_Lines_LMP']"
GET_V1_URL_PATH_v2,VisionOne,0,[],0,[]
SASE_EXTERNAL_CLP_FUNC,VisionOne,0,[],1,['CLP_Account_License']
Vision_One_Account_App_Usage_Trending_Security_Dashboard_UI,hubble,0,[],0,[]
vw_DS_Host_Key_Feature_Mapping,ds_host,0,[],0,[]
Func_BPG_C1WS_Module_Enabled_Count_Detail,ds_host,0,[],4,"['DS_Host_Recent_60_Days', 'Account_Intelligence', 'DS_Host_Plugin_AM_Realtime_Scan', 'DS_Feedback_Main_Monthly']"
RLSForTables,ds_host,0,[],0,[]
Func_NIPS_Use,VisionOne,0,[],3,"['xdr_pendo_events_flattened', 'V1_user_account', 'CLP_Account_License']"
Func_Mobile_Security_Enrolled_Customer,VisionOne,0,[],1,['credit_allocation_daily_snapshot']
Func_MAP_MAK_Account_License_Daily,VisionOne,0,[],1,['Dim_Product']
Func_MAK_Account_License_Daily_backup,VisionOne,0,[],1,['MAK_Account_License']
Func_V1_Endpoint_Sensor_Detail_for_Tableau,VisionOne,0,[],2,"['Deployed_Endpoint_Sensor_Count_Detail', 'CLP_Account_License']"
Func_V1_Sensor_Deployed_for_Tableau,VisionOne,0,[],2,"['CLP_Account_UBT_Daily', 'CLP_Account_License']"
Func_pendo_track_type_mapping,VisionOne,0,[],0,[]
GET_ZTRI_SENSOR_STATUS_RAW_backup,VisionOne,0,[],1,['sase_tdl']
RLS_check,ds_host,0,[],1,['RLS_config']
DVASS_Get_Vulnerability_detail,VisionOne,0,[],1,['DeviceVulnerability']
Vision_One_Account_App_Usage_Trending_Mobile_Security_UI,hubble,0,[],0,[]
CLP_WHO_GRANTED_OKTA,VisionOne,0,[],1,['CLP_Account_License']
CLP_WHO_GRANTED_OPENLDAP,VisionOne,0,[],1,['CLP_Account_License']
RA_CLP_V1_License,VisionOne,0,[],2,"['CLP_Account_License_Daily', 'CLP_Account_License']"
DVASS_Get_Endpoint_Information,VisionOne,0,[],1,['DvassEndpointNotification']
Get_ARR_Category,hubble,0,[],1,['GSD_ARR_by_Category']
ZTSA_Customer_CLP_date_overview_fun,VisionOne,0,[],1,['ZTSA_Customer_CLP_date_overview_table']
BIF_ZTSA_Credit_Allocation_His,VisionOne,0,[],5,"['Poseidon_BatchUsage', 'Poseidon_Agreement', 'Poseidon_Entitlement', 'Poseidon_CompanyIdentities', 'Poseidon_Measurement']"
Vision_One_Account_App_Usage_Get_CLP_By_MAK_new,hubble,0,[],1,['CLP_Account_License']
GET_V1_MOBILE_PAGE,VisionOne,0,[],0,[]
Count_with_Materialized_By_Region,cus,0,[],1,['MAP_FIN_Region_BU']
Func_V1_TM_Product_Deployed_for_Tableau,VisionOne,0,[],5,"['Dim_Customer_Info', 'Dim_Product', 'Fact_Sold_Output_Data', 'CLP_Account_UBT', 'Dim_Region_BU']"
fun_AgentBuildInfo_latest,apexone,0,[],1,['AgentBuildInfo']
GET_V1_RI_PAGE,VisionOne,0,[],0,[]
GET_XPATH_CODE,VisionOne,0,[],0,[]
GET_V1_TPC_PAGE,VisionOne,0,[],0,[]
ApexOne_Server_BIF_FeatureFlagHiddenKey,apexone,0,[],3,"['AgentBuildInfo', 'osce_product_feedback', 'ServerInfo']"
fun_ScheduleScanAction,apexone,0,[],1,['ScheduleScanAction']
GET_XPATH_CODE_V2,VisionOne,0,[],0,[]
fun_RealTimeScanAction,apexone,0,[],1,['RealTimeScanAction']
fun_ESAgentEnable_latest,apexone,0,[],1,['ESAgentEnable']
GET_V1_XDR_PAGE,VisionOne,0,[],0,[]
Func_Product_Connect_PRD_Mapping,VisionOne,0,[],0,[]
get_Enable_Rate_By_DynamicCompany,apexone,0,[],7,"['ManualScanSetting', 'WebReputationSetting', 'PredictiveMachineLearningSetting', 'SuspiciousConnectionSetting', 'ScheduledScanSetting', 'RealTimeScanSetting', 'ScanNowSetting']"
alert_mapping_product_layer,VisionOne,0,[],0,[]
GET_V1_PAGE_FUNC,VisionOne,0,[],0,[]
ED_ACCOUNT_UI_Interaction,VisionOne,0,[],1,['xdr_pendo_raw_events']
get_Enable_Rate_By_Company,apexone,0,[],7,"['ManualScanSetting', 'WebReputationSetting', 'PredictiveMachineLearningSetting', 'SuspiciousConnectionSetting', 'ScheduledScanSetting', 'RealTimeScanSetting', 'ScanNowSetting']"
GET_XPATH_CODE_V3,VisionOne,0,[],0,[]
GET_V1_TI_PAGE,VisionOne,0,[],0,[]
RealTimeScanSettingRawExpand,apexone,0,[],1,['_temp']
apexoneExpand,apexone,0,[],1,['_temp']
ZTSA_UBT_Agent_Log_Daily,VisionOne,0,[],1,['sase_tdl']
GET_V1_ZTSA_PAGE,VisionOne,0,[],0,[]
OD_ACCOUNT_UI_Interaction,VisionOne,0,[],1,['xdr_pendo_raw_events']
GET_V1_CUSTOMER_VISIT_Track,VisionOne,0,[],1,['sase_tdl']
BIF_Poseidon_Idp_Federation,VisionOne,0,[],1,['PoseidonAccountDB_tblIdpFederation']
Credit_Customer_Source_Trial,VisionOne,0,[],1,['CLP_Account_UBT_Daily']
Product_Usage_Account_C1_Protected_Instance_By_Connector,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Client_OS_Type', 'DS_Feedback_Main_Monthly']"
ZTSA_ZTNA_Basic_Get_Agent,VisionOne,0,[],1,['sase_tdl']
Product_Usage_Account_DS_Module,hubble,0,[],1,['Account_Intelligence']
Product_Usage_Account_DS_Head,hubble,0,[],5,"['DS_Host_Recent_60_Days', 'DS_Feedback_Main', 'Account_Intelligence', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Tree_View_Email_Account_Inventory,VisionOne,0,[],0,[]
Product_Usage_Account_DS_Guids,hubble,0,[],3,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_C1_Security_Module_Enabled_Rate,hubble,0,[],3,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_C1_Security_Module_Detail_Enable_Rate,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Host_Plugin_AM_Realtime_Scan', 'DS_Feedback_Main_Monthly']"
Tree_View_Operations_Dashboard,VisionOne,0,[],1,['xdr_pendo_events_flattened']
Product_Usage_Account_C1_Protected_Instance_By_OS,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Client_OS_Type', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_C1_Protected_Instance_By_Module_Enabled,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Host_Before_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_C1_Protected_Instance_By_Agent_Version_Build,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Connector_DSVA', 'DS_Feedback_Main_Monthly']"
ZTSA_ZTNA_Basic_Get_PRule,VisionOne,0,[],0,[]
Product_Usage_Account_C1_Protected_Instance_By_Agent_Version,hubble,0,[],5,"['DS_Host_Recent_60_Days', 'DS_Host_Before_60_Days', 'DS_Product_Type', 'DS_Connector_DSVA', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_C1_Module,hubble,0,[],1,['Account_Intelligence']
Product_Usage_Account_C1_Head,hubble,0,[],5,"['DS_Host_Recent_60_Days', 'DS_Feedback_Main', 'Account_Intelligence', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Tree_View_Endpoint_Inventory_App,VisionOne,0,[],3,"['xdr_endpoint_agent', 'xdr_endpoint_policy', 'CLP_Account_UBT_Daily']"
Product_Usage_Account_C1_Guids,hubble,0,[],3,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Vision_One_Account_App_Usage_Trending_Security_Playbook_UI,hubble,0,[],1,['slog_category']
Vision_One_Account_App_Usage_Trending_Endpoint_Inventory_UI,hubble,0,[],1,['slog_category']
BIF_Credit_Allocation_His,VisionOne,0,[],5,"['Poseidon_BatchUsage', 'Poseidon_Agreement', 'Poseidon_Entitlement', 'Poseidon_CompanyIdentities', 'Poseidon_Measurement']"
Tree_View_Campaign_Intelligence,VisionOne,0,[],2,"['xdr_pendo_events_flattened', 'CLP_Account_UBT_Daily']"
Vision_One_Account_App_Usage_Trending_Endpoints_Policies_UI,hubble,0,[],1,['slog_category']
Product_Usage_Account_DS_Protected_Instance_By_Agent_Version,hubble,0,[],5,"['DS_Host_Recent_60_Days', 'DS_Host_Before_60_Days', 'DS_Product_Type', 'DS_Connector_DSVA', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_DS_Protected_Instance_By_Agent_Version_Build,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Connector_DSVA', 'DS_Feedback_Main_Monthly']"
Func_CLP_Paid_Product,VisionOne,0,[],2,"['Dim_Product', 'CLP_Account_License']"
ASSET_PROFILE_LABEL_MAPPING,VisionOne,0,[],0,[]
Func_CLP_Paid_Suite,VisionOne,0,[],2,"['Dim_Suite', 'CLP_Account_License']"
C1_Onboard_Customer_by_Service_Trending,hubble,0,[],3,"['C1_Account_License', 'CDE_Product_Hierarchy', 'C1_Account_Usage_Daily']"
C1_Onboard_Customer_by_Service_Header,hubble,0,[],3,"['C1_Account_License', 'CDE_Product_Hierarchy', 'C1_Account_Usage_Daily']"
Vision_One_Account_App_Usage_Trending_SO_Mgmt_UI,hubble,0,[],0,[]
NIPS_in_use_clp,VisionOne,0,[],1,['CLP_Account_UBT_Daily']
ZTSA_Customer_stage,VisionOne,0,[],0,[]
ZTSA_Customer_stage_fun,VisionOne,0,[],0,[]
Vision_One_Account_App_Usage_Trending_Intel_Reports_UI,hubble,0,[],0,[]
xdr_matomo_events_v2,VisionOne,0,[],2,"['tmsas_matomo_log_action_v2', 'tmsas_matomo_log_action']"
xdr_matomo_events_get_event_actions,VisionOne,0,[],2,"['tmsas_matomo_log_action_v2', 'tmsas_matomo_log_action']"
Vision_One_Account_CLP_ID_Summary,hubble,0,[],3,"['CUS_Registered_Account_Profile', 'CLP_Account_CES_Daily', 'CLP_Account_UBT']"
ZTSA_ZTNA_Basic_Get_App,VisionOne,0,[],1,['sase_tdl']
EXPEND_GROUPING_RESULT,VisionOne,0,[],0,[]
xdr_endpoint_agent_daily_snapshot_view_new,VisionOne,0,[],1,['xdr_endpoint_agent']
Vision_One_Account_App_Usage_License_Detail,hubble,0,[],1,['CLP_Account_License']
Vision_One_Account_App_Usage_Get_CLP_By_MAK,hubble,0,[],1,['CLP_Account_License']
Product_Usage_Account_DS_Security_Module_Enabled_Rate,hubble,0,[],3,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_DS_Security_Module_Detail_Enable_Rate,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Host_Plugin_AM_Realtime_Scan', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_DS_Protected_Instance_By_OS,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Client_OS_Type', 'DS_Feedback_Main_Monthly']"
xdr_matomo_events0210,VisionOne,0,[],6,"['tmsas_matomo_log_visit', 'tmsas_matomo_log_action_v2', 'tmsas_matomo_log_link_visit_action', 'tmsas_matomo_log_link_visit_action_v2', 'tmsas_matomo_log_visit_v2', 'tmsas_matomo_log_action']"
Product_Usage_Account_DS_Protected_Instance_By_Module_Enabled,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Host_Before_60_Days', 'DS_Product_Type', 'DS_Feedback_Main_Monthly']"
Product_Usage_Account_DS_Protected_Instance_By_Connector,hubble,0,[],4,"['DS_Host_Recent_60_Days', 'DS_Product_Type', 'DS_Client_OS_Type', 'DS_Feedback_Main_Monthly']"
EAI_UI_Interaction,VisionOne,0,[],1,['xdr_pendo_raw_events']
CLP_Daily_Data,VisionOne,0,[],1,['CLP_Account_UBT_Daily']
DDI_Valid_Cus,VisionOne,0,[],1,['MAK_Account_License']
xdr_matomo_events_ethan,VisionOne,0,[],1,['tmsas_matomo_log_link_visit_action']
FW_Complimentary_Credit_Eligible_Customer_Old,VisionOne,0,[],2,"['MAK_Account_License', 'CLP_Account_License']"
CE_get_DVASS_deployment_metrics,VisionOne,0,[],1,['DvassEndpointNotification']
CE_get_DVASS_vuln_devices_metrics,VisionOne,0,[],1,['DeviceVulnerability']
_xdr_matomo_events_rt,VisionOne,0,[],0,[]
GET_ACCUMULATE_CUSTOMERS_WEEKLY,VisionOne,0,[],0,[]
TPI_Cus_base_weekly,VisionOne,0,[],1,['CLP_Account_License_Daily']
Func_Conversion_Rate,VisionOne,0,[],4,"['CLP_Account_UBT', '_CLP_Account_UBT_Daily', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
Paid_license_expand,VisionOne,0,[],1,['CLP_Account_License']
apex_matomo_events,VisionOne,0,[],2,"['apex_matomo_log_visit_v2', 'apex_matomo_log_visit']"
xdr_matomo_events_kevin,VisionOne,0,[],1,['tmsas_matomo_log_link_visit_action']
mxdr_customer_clpid,VisionOne,0,[],1,['CLP_Account_License']
Func_test_conn,VisionOne,0,[],1,['test_conn']
CE_get_DVASS_MTTP_metrics,VisionOne,0,[],1,['SoftwareNotification']
v_xdr_pendo_track_events,VisionOne,0,[],2,"['xdr_pendo_track_events', 'xdr_pendo_track_types']"
GET_ASD_ClOUD_ASSET_RAW,VisionOne,0,[],0,[]
Assessment_tool_overview_temp,VisionOne,0,[],2,"['Federation', 'CLP_Account_License']"
v_xdr_pendo_page_events,VisionOne,0,[],2,"['xdr_pendo_pages', 'xdr_pendo_page_events']"
Func_CLP_Account_DQ_test,VisionOne,0,[],6,"['CLP_Account_CES_Daily', 'CLP_Account_UBT', 'CLP_Account_UBT_Acknowledge_DQ', 'Trial_To_Paid_Conversion_Rate', 'CLP_Account_UBT_Daily', 'CLP_Account_License']"
v_xdr_pendo_guide_events,VisionOne,0,[],4,"['xdr_pendo_pages', 'xdr_pendo_guide_events', 'xdr_pendo_poll_events', 'xdr_pendo_guides']"
CE_get_DVASS_MTTP_metrics_by_patched,VisionOne,0,[],1,['DvassPatchedVulnerability']
v_xdr_pendo_feature_events,VisionOne,0,[],3,"['xdr_pendo_feature_events', 'xdr_pendo_pages', 'xdr_pendo_features']"
TPI_tag_mapping,VisionOne,0,[],0,[]
CE_get_sensor_deploy_features,VisionOne,0,[],2,"['CLP_Account_License_Daily', 'CLP_Account_UBT_Daily']"
NEW_ZTSA_accumulated_private_internet,VisionOne,0,[],1,['NEW_ZTSA_accumulated_private_internet_Temp3']
GET_Pendo_Events_With_App_Pages,VisionOne,0,[],1,['xdr_pendo_raw_events']
mxdr_customer,VisionOne,0,[],1,['CLP_Account_License']
xdr_endpoint_agent_tenant_v5,VisionOne,0,[],2,"['xdr_endpoint_agent', '_xdr_endpoint_agent']"
