function,table_child
PARSE_V1_UI_RAW_DATA_V2,xdr_pendo_raw_events
Func_V1_Engagement_Score_v2_for_Tableau,CLP_Account_UBT_Daily
Func_V1_Engagement_Score_v2_for_Tableau,CLP_Account_License
Func_V1_Engagement_Score_v2_for_Tableau,V1_Engagement_Score_v2
Func_SG2_enable,SG2_Registered_guid
Tree_View_Vulnerability_Prioritization,CLP_Account_Risk_Insights_UBT_Daily
Tree_View_Vulnerability_Prioritization,DvassEndpointNotification
Tree_View_DMM,xdr_pendo_raw_events
Tree_View_Response_Management,xdr_pendo_raw_events
Tree_View_Response_Management,slog_category
Func_NPS_Historical_Data,V1_user_account
Func_NPS_Historical_Data,CLP_Account_License
Tree_View_Intelligence_Report,CLP_Account_UBT_Daily
Tree_View_Intelligence_Report,xdr_pendo_events_flattened
Tree_View_Sandbox_Analysis,CLP_Account_UBT_Daily
Tree_View_Sandbox_Analysis,credit_allocation_daily_snapshot
Tree_View_Sandbox_Analysis,xdr_pendo_events_flattened
ZTSA_SWG_Active_User_Info,sase_temp
ZTSA_SWG_Active_User_Info,V1_Account_Info
xxx_Func_First_Login_Month_App_Usage_Per_Day,CLP_Account_UBT
xxx_Func_First_Login_Month_App_Usage_Per_Day,CLP_Account_License
onelink_get_product_table,telemetry_collector
White_label_partners,Federation
White_label_partners,CLP_Account_License
White_label_partners,dataLakeAPI
CE_get_EndpointInventory_metrics,slog_category
CLP_WHO_VISIT_ZTRI_V2,xdr_pendo_raw_events
BIF_email_sensor_daily_snapshot_20220715_backup,cas_product_feedback
R22Q3DownloadScanPopup,telemetry_collector_ti
Ti1773NSSUninstallSurvey,telemetry_collector_ti
R2209MainConsoleStatus,telemetry_collector_ti
R22Q3UninstallSurvey,telemetry_collector_ti
R22Q3UninstallSurvey,t_license_snapshot_ext
R2208PayGuard,telemetry_collector_ti
fed_ubt,tmsas_matomo_log_action_v2
R2211OMS,telemetry_collector_ti
R2211WeeklyReportPopup,telemetry_collector_ti
TRI_get_enter_page_raw_data,xdr_pendo_events_flattened
R2211MainConsoleStatus,telemetry_collector_ti
CE_get_risk_insight_drill_down_metrics,xdr_pendo_events_flattened
V1_EPP_Product_Connect_List,CLP_Account_License_Daily
V1_EPP_Product_Connect_List,CLP_Account_License
RA_Assessment_Customer_EPP_Data,xdr_xbc_agent_run_result
AMSPopup101Ctr,telemetry_collector_ti
AMSPopup101Ctr,telemetry_collector
NEW_ZTSA_accumulated_private_internet_temp,sase_tdl
NEW_ZTSA_rule_enforcement_customers_temp,sase_tdl
n1_cus_feature_pool,CLP_Account_UBT
n1_cus_feature_pool,MAK_Account_License
n1_cus_feature_pool,CLP_Account_License
n1_cus_feature_pool,xdr_pendo_events_flattened
n1_cus_feature_pool,V1_Engagement_Score
R2203AMSFunnel,telemetry_collector
etl_get_pwp_user,product_channel_sourceid
etl_get_pwp_user,connext_licenses
etl_get_pwp_user,tc_unique_device
etl_get_pwp_user,tm_account
etl_get_pwp_user,tc_sn_device
etl_get_pwp_user,connext_packages
etl_get_pwp_user,pwp_licenses
etl_get_pwp_user,pwp_seats
etl_get_pwp_user,tz_country
etl_get_pwp_user,etl_ccw_ak_pool
etl_get_pwp_user,connextv2_entitlements
SG2_Cus_Registered,CLP_Account_License
AutpPayGuard,telemetry_collector_ti
Func_CLP_Account_License_Daily,CLP_Account_License
Func_CLP_Account_License_Daily,CDE_Product_Hierarchy
Func_CLP_Account_License_Daily,ARL_Customer_Annual_Value
Func_CLP_Account_License_Daily,CUS_CLP_AC_Mapping
BIF_Service_Gateway_ForwardingProxy_Enable,service_gateway_applicane_status
BIF_Service_Gateway_Service_AD_Real_Traffic,service_gateway_applicane_status
BIF_Service_Gateway_Service_LogForwarding_Real_Traffic,service_gateway_applicane_status
BIF_Service_Gateway_Service_SO_Sync_Real_Traffic,service_gateway_applicane_status
SG2_Appliance_Registered,CLP_Account_License
user_segmentation_clp,Federation
user_segmentation_clp,CLP_Account_License
user_segmentation_clp,V1VisitsV3
R2207R2208MobileFunnel,telemetry_collector_ti
R2207R2208MobileFunnel,telemetry_collector
Func_V1_App_Usage_by_CLP,V1_App_Usage
user_segmentation_30d,Federation
user_segmentation_30d,CLP_Account_License
user_segmentation_30d,V1VisitsV3
MOBILE_SECURITY_ENROLLED_DEVICE_FUNC,CLP_Account_License
ZTRI_Weekly_ACTIVE_INUSE_Customers,sase_tdl
ZTRI_Weekly_ACTIVE_INUSE_Customers,CLP_Account_License
ZTRI_Weekly_ACTIVE_INUSE_Customers,xdr_pendo_events_flattened
ZTRI_DAILY_ACTIVE_INUSE_Customers,sase_tdl
ZTRI_DAILY_ACTIVE_INUSE_Customers,CLP_Account_License
ZTRI_DAILY_ACTIVE_INUSE_Customers,xdr_pendo_events_flattened
ZTRI_Accumulated_Customers,sase_tdl
ZTRI_CLPS_INFO_LAST_30d,sase_tdl
ZTRI_CLPS_INFO_LAST_30d,CLP_Account_License_Daily
ZTRI_CLPS_INFO_LAST_30d,CLP_Account_License
ZTRI_CLPS_INFO_LAST_30d,xdr_pendo_events_flattened
SASE_Accumulated_Customers,sase_tdl
SASE_CLPS_INFO_LAST_30d,sase_tdl
SASE_CLPS_INFO_LAST_30d,CLP_Account_License_Daily
SASE_CLPS_INFO_LAST_30d,CLP_Account_License
SASE_CLPS_INFO_LAST_30d,xdr_pendo_events_flattened
CLP_WHO_VISIT_V1_FUNC_DAILY,CLP_Account_License_Daily
CLP_WHO_VISIT_V1_FUNC_DAILY,CLP_Account_License
FW_Promotion_Log,CLP_Account_License
NI_DDI_V1_support_Cus,MAK_Account_GUID
NI_DDI_V1_support_Cus,ddi_product_feedback
FW_Complimentary_Credit_Eligible_Customer,FW_Complimentary_Credit_Eligible_Customer_No_Seat_Limitation
NI_provision_NS_connection_status,CLP_Account_License_Daily
ZTRI_Monthly_ACTIVE_INUSE_Customers,sase_tdl
ZTRI_Monthly_ACTIVE_INUSE_Customers,CLP_Account_License
ZTRI_Monthly_ACTIVE_INUSE_Customers,xdr_pendo_events_flattened
ZTRI_App_Usage,CLP_Account_License
ZTRI_App_Usage,xdr_pendo_events_flattened
ZTRI_Accumulated_Sensors,sase_tdl
Product_Settings_ETL,C1WS_Product_Settings
Product_Settings_ETL,DS_Product_Settings
Product_Settings_ETL,CAS_Product_Settings
Product_Settings_ETL,A1_Product_Settings
Product_Settings_ETL,DDI_Product_Settings
Vision_One_Account_App_Usage_Trending_Sase,xdr_pendo_events_flattened
ZTSA_Rule_Hit_Times_30d,sase_tdl
ZTSA_Permssion_Access_Deployment_30d,xdr_endpoint_agent
ZTSA_Permssion_Access_Deployment_30d,CLP_Account_License
Func_CLP_Account_DQ_Before_Rename,CLP_Account_UBT
Func_CLP_Account_DQ_Before_Rename,CLP_Account_UBT_Acknowledge_DQ
Func_CLP_Account_DQ_Before_Rename,CLP_Account_UBT_Daily
Func_CLP_Account_DQ_Before_Rename,CLP_Account_CES_Daily
Func_CLP_Account_DQ_Before_Rename,CLP_Account_License
Func_CLP_Account_DQ_Before_Rename,Trial_To_Paid_Conversion_Rate
Func_CLP_Account_DQ_Before_Rename,V1_Engagement_Score_v2
CLP_WHO_VISIT_V1_TEST,CLP_Account_License_Daily
CLP_WHO_VISIT_V1_TEST,CLP_Account_License
CLP_WHO_ELIGIBLE_ZTSA,sase_tdl
CLP_WHO_VISIT_ZTSA,xdr_pendo_events_flattened
C1_Trial_Conversion_Rate_Customer_List,CUS_Account_Profile
C1_Trial_Conversion_Rate_Customer_List,Ref_Valid_Customer_Details
XDR_cus_not_expire,CLP_Account_License
ZTRI_CLPS_INFO_LAST_37d,sase_tdl
ZTRI_CLPS_INFO_LAST_37d,CLP_Account_License_Daily
ZTRI_CLPS_INFO_LAST_37d,CLP_Account_License
ZTRI_CLPS_INFO_LAST_37d,xdr_pendo_events_flattened
Vision_One_Account_Summary,CLP_Account_UBT
Vision_One_Account_Summary,CLP_Account_CES_Daily
Vision_One_Account_Summary,CLP_Account_License
SASE_ACTIVE_CLP_TEMP_FUNC,sase_tdl
SASE_ACTIVE_CLP_TEMP_FUNC,CLP_Account_License
SASE_ACTIVE_CLP_TEMP_FUNC,xdr_pendo_events_flattened
V1_Engagement_Score_v2_Daily,CLP_Account_UBT
V1_Engagement_Score_v2_Daily,V1_Engagement_Score_v2
CE_get_TPI_enabled_investigation,TPI_enabled_cus_intelligence_feeds
CE_get_TPI_enabled_investigation,TPI_enabled_cus_stix_shifter
V1CustomerSetFunc,CLP_Account_License
SG_Appliance_Registered,CLP_Account_License
SG_Cus_Registered,CLP_Account_License
BIF_endpoint_sensor_daily_snapshot,xdr_endpoint_agent
CE_get_early_warning_metrics,slog_category
CLP_WHO_VISIT_V1_FUNC,CLP_Account_License
CLP_WHO_VISIT_V1_AND_SASE_FUNC,CLP_Account_License
CLP_WHO_VISIT_V1_AND_SASE_FUNC,xdr_pendo_events_flattened
SASE_ACTIVE_CLP_FUNC,sase_tdl
SASE_ACTIVE_CLP_FUNC,CLP_Account_License
SASE_ACTIVE_CLP_FUNC,xdr_pendo_events_flattened
CLP_WHO_VISIT_V1_AND_SASE_Ling_FUNC,CLP_Account_License
CLP_WHO_VISIT_V1_AND_SASE_Ling_FUNC,xdr_pendo_events_flattened
Vision_One_Engagement_Score_Trending,CLP_Account_UBT
Vision_One_Engagement_Score_Trending,V1_Engagement_Score_v2
Func_Conversion_Rate_SASE,CLP_Account_UBT
Func_Conversion_Rate_SASE,sase_tdl
Func_Conversion_Rate_SASE,CLP_Account_License
Func_Conversion_Rate_SASE,xdr_pendo_events_flattened
XDR_risky_paid_customer,CLP_Account_License
Vision_One_Account_Contact_App_Usage_Past_30d,CLP_Account_UBT
Vision_One_Account_Contact_App_Usage_Past_30d,_slog_ubtaudit
CLP_WHO_VISIT_V1_AND_SASE_FUNC2,xdr_pendo_events_flattened_sase
CLP_WHO_VISIT_V1_AND_SASE_FUNC2,CLP_Account_License
SASE_ACTIVE_CLP_FUNC2,xdr_pendo_events_flattened_sase
SASE_ACTIVE_CLP_FUNC2,sase_tdl
SASE_ACTIVE_CLP_FUNC2,CLP_Account_License
Func_CLP_Account_CES_Full,CLP_Account_UBT_Daily
Func_CLP_Account_CES_Full,CLP_Account_License_Daily
Func_CLP_Account_CES_Full,CLP_Account_License
slog_appendlostdata,slog_esbk
Pendo_Get_Raw_Track,xdr_pendo_track_types
slog_trace_appendlostdata,slog_trace_es
NI_early_warning_target_Cus,network_sensor_daily_snapshot
get_arp_count_and_duration_by_mdr_analyst,CLP_Account_License_Daily
get_arp_count_and_duration_by_mdr_analyst,CLP_Account_License
SG_Appliance_LastInfo,CLP_Account_License
SG_Appliance_Versions,CLP_Account_License
SG_Appliance_Setting,CLP_Account_License
SASE_ACTIVE_CLP_FUNC_Ling,sase_tdl
SASE_ACTIVE_CLP_FUNC_Ling,CLP_Account_License
SASE_ACTIVE_CLP_FUNC_Ling,xdr_pendo_events_flattened
CLP_WHO_VISIT_V1_AND_SASE_FUNC_Ling,CLP_Account_License
CLP_WHO_VISIT_V1_AND_SASE_FUNC_Ling,xdr_pendo_events_flattened
CLP_WHO_VISIT_V1_FUNC_Ling,CLP_Account_License
CLP_WHO_VISIT_V1_FUNC2,CLP_Account_License
Onboard_Customer_Summarize_Score_Trending,CLP_Account_UBT_Daily
Onboard_Customer_Summarize_Score_Trending,V1_Engagement_Score_v2
Vision_One_Account_App_Usage_Trending_Mobile_Inventory_UI,xdr_pendo_feature_events
Func_Sandbox_Response_Submission,CLP_Account_License
Func_Sandbox_Manually_Submission,CLP_Account_License
_CAS_Agent_Setting_for_Early_Warning,cas_product_feedback
_CAS_Server_Setting_for_Early_Warning,cas_product_feedback
Vision_One_Account_App_Usage_Trending_Zero_Trust_Secure_Access_UI,xdr_pendo_events_flattened
Credit_inApp_Promotion_Flatten_table,CLP_Account_License
Credit_inApp_Promotion_Flatten_table,_slog_ubtaudit
Trial_Credit_Cus_Flatten_Table_CLP,CLP_Account_UBT_Daily
Trial_Credit_Cus_Flatten_Table_CLP,CLP_Account_License_Daily
CAS_Product_Settings_ETL,CAS_Server_Setting_for_Early_Warning
CAS_Product_Settings_ETL,CLP_Account_License
Trial_Credit_Cus_Flatten_Table_MAK,CLP_Account_UBT
Trial_Credit_Cus_Flatten_Table_MAK,CLP_Account_License
Credit_Usage_Table_MAK,CLP_Account_License
_ApexOne_Server_Setting_for_Early_Warning,MAK_Account_GUID
_ApexOne_Server_Setting_for_Early_Warning,osce_product_feedback
Func_CLP_Account_Pre_Daily_Job_DQ,CLP_Account_UBT_Acknowledge_DQ
Func_CLP_Account_Pre_Daily_Job_DQ,credit_allocation_daily_snapshot
Func_CLP_Account_Pre_Daily_Job_DQ,MAK_iES_Sensor_Count
Func_CLP_Account_Pre_Daily_Job_DQ,CLP_Account_License_Daily
Func_CLP_Account_Pre_Daily_Job_DQ,CLP_Account_License
SG_Appliance_Registered_new,CLP_Account_License
Func_Product_Connect_Status,CLP_Account_License
DDI_Product_Settings_ETL,MAK_Account_GUID
DDI_Product_Settings_ETL,DDI_Setting_for_Early_Warning
DS_Product_Settings_ETL,MAK_Account_GUID
DS_Product_Settings_ETL,DS_Server_Setting_for_Early_Warning
Vision_One_Account_CLP_ID_Summary,CLP_Account_UBT
Vision_One_Account_CLP_ID_Summary,V1_Engagement_Score_v2
Vision_One_Account_CLP_ID_Summary,CUS_Registered_Account_Profile
Trial_Account_CloudOne_Product_Usage_Summary,C1_Account_Usage
Trial_Account_CloudOne_Product_Usage_Summary,C1_Account_License
Vision_One_Account_App_Usage_Trending_Campaign_Intel_UI,xdr_pendo_events_flattened
RA_Assessment_Enable_Sensor_Customer,xdr_pendo_events_flattened
C1WS_Product_Settings_ETL,C1WS_Server_Setting_for_Early_Warning
C1WS_Product_Settings_ETL,MAK_Account_GUID
RA_Assessment_Customer_Company_Size,MAK_Account_License
RA_Assessment_Customer_Company_Size,Assessment_Data
A1_Product_Settings_ETL,MAK_Account_GUID
A1_Product_Settings_ETL,ApexOne_Server_Setting_for_Early_Warning
XDR_get_exclude_roleId_list_for_pendo_matomo,V1_role
mobilesecurity_user_base_by_channel,telemetry_collector
mobilesecurity_user_base_by_channel,t_mobile_snapshot
mobilesecurity_user_base_daily,product_channel_sourceid
mobilesecurity_user_base_daily,telemetry_collector
mobilesecurity_user_base_daily,t_mobile_snapshot
rlsfun,rls_test
xdr_matomo_events_back,tmsas_matomo_log_action_v2
xdr_matomo_events_back,tmsas_matomo_log_action
idsecurity_active_user,idsecurity_licenses
idsecurity_active_user,telemetry_collector
rls_terra_license_daily,terra_license_daily
tc_error_input_daily,product_channel_sourceid
tc_error_input_daily,telemetry_collector
tc_error_input_daily,t_mobile_snapshot
Vision_One_Account_App_Usage_Trending_OAT_UI,slog_category
titanium_user_base_from_housecall_daily,terra_ccworder
titanium_user_base_from_housecall_daily,telemetry_collector
titanium_user_base_from_housecall_daily,t_license_snapshot_ext
apex_matomo_events_bak,apex_matomo_log_visit_v2
apex_matomo_events_bak,apex_matomo_log_visit
titanium_user_base_by_channel,t_license_snapshot_ext
is_tc_log_sandbox_format_correct,telemetry_collector_sandbox
xns_Fn_guid_with_latest_feedback_in_1d,xns_product_feedback
xns_Fn_guid_with_latest_feedback_in_30d,xns_product_feedback
xns_Fn_guid_with_latest_feedback,xns_product_feedback
ti_premium_daily_sales,terra_ccworder
ti_premium_enabled_product,connext_licenses
ti_premium_enabled_product,connext_seats
ti_premium_enabled_product,tm_account
ti_premium_enabled_product,connext_packages
get_idsecurity_licenses,product_channel_sourceid
get_idsecurity_licenses,tm_account
get_idsecurity_licenses,telemetry_collector
get_idsecurity_licenses,idsafe_licenses
v_c1_pendo_guide_events,c1_pendo_guides
v_c1_pendo_guide_events,c1_pendo_pages
v_c1_pendo_guide_events,c1_pendo_poll_events
v_c1_pendo_guide_events,c1_pendo_guide_events
xdr_matomo_etl,tmsas_matomo_log_visit_v2
xdr_matomo_etl,tmsas_matomo_log_action_v2
xdr_matomo_etl,tmsas_matomo_log_action
xdr_matomo_etl,tmsas_matomo_log_link_visit_action_v2
rls_vodafone_license,vodafone_license
rls_telstra_order_items,telstra_order_items
Vision_One_Account_App_Usage_Trending_Service_Gateway_Inventory_UI,slog_category
GET_PENDO_SURVEY,xdr_pendo_poll_events
GET_PENDO_SURVEY,xdr_pendo_guides
CarbonActiveUserNumber,telemetry_collector_carbon
xxx_Func_Trial_to_Paid_Customers_Base,CLP_Account_UBT
xxx_Func_Trial_to_Paid_Customers_Base,CLP_Account_License
xxx_Func_Trial_to_Paid_Customers_Info,xxx_Trial_to_Paid_Customers_Base
xxx_Func_Trial_to_Paid_Customers_Info,ACC_Dim_Solution_Combination
xxx_Func_Trial_to_Paid_Customers_Info,sase_tdl
xxx_Func_Trial_to_Paid_Customers_Info,CLP_Account_UBT_Daily
xxx_Func_Trial_to_Paid_Customers_Info,ACC_Account_Attribute
xxx_Func_Trial_to_Paid_Customers_Info,CLP_Account_License
xxx_Func_Trial_to_Paid_Customers_Info,xdr_pendo_events_flattened
xxx_Func_Trial_to_Paid_Customers_Info,ACC_Dim_Solution_Transition
TestFunction_2,terra_license
rls_terra_license,terra_license
rls_ti_iot_event,ti_iot_event
rls_ti_iot_event_stg,ti_iot_event_stg
Vision_One_Account_App_Usage_Trending_Email_Account_Inventory_UI,slog_category
rls_performance_telemetry_collector,performance_telemetry_collector
rls_performance_telemetry_collector_sandbox,performance_telemetry_collector_sandbox
Vision_One_Account_App_Usage_Trending_Sase_v2,CLP_Account_License
Vision_One_Account_App_Usage_Trending_Sase_v2,xdr_pendo_events_flattened
rls_telemetry_collector,telemetry_collector
TestFunction,terra_license
rls_telemetry_collector_sandbox,telemetry_collector_sandbox
Func_Security_Playbook_Use_CES,trilogy3_wae_triggered_task
rls_t_license_snapshot_ext_daily,t_license_snapshot_ext_daily
CES2_Zero_Trust_Secure_Accessv2,sase_tdl
rls_idsafe_licenses_daily,idsafe_licenses_daily
Vision_One_Account_App_Usage_Trending_Email_Account_Inventory_API,slog_category
Func_c1_trial_conversion_customer_list,Ref_Valid_Customer_Details_Suite_L2
Func_c1_trial_conversion_customer_list,C1_Account_License
Func_c1_trial_conversion_customer_list,Dim_Suite
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_SubLines_LMP
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_SubLines
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines_AWSM
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines_LMP
Func_BPG_DS_C1WS_Invoice,CUS_Account_Profile
Func_BPG_DS_C1WS_Invoice,CDE_Product_Group_Level2
Func_BPG_DS_C1WS_Invoice,CDE_Product_Hierarchy
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines_Extend_NABU
Func_BPG_DS_C1WS_Invoice,REV_Sales_Inv_Lines
C1_Trial_Conversion_Rate_Channel_List,C1_Account_License
Func_C1_Customer_Instance,C1_Account_License
Func_C1_Customer_Instance,C1_Account_Usage_Daily
vw_AWSM_Price_List,awsm_daily_usage
vw_AWSM_Price_List,C1_Usage
Func_c1_trial_conversion_funnel,C1_Account_License
Func_c1_trial_conversion_summary,C1_Account_License
Func_c1_trial_conversion_trending_test,C1_Account_License
Func_c1_trial_conversion_trending_real,C1_Account_License
Func_c1_trial_conversion_summary_6m_version,C1_Account_License
vw_C1_Account_Usage_Today,C1_Account_Mapping
vw_C1_Account_Usage_Today,DS_AWSM_Country_BU_Mapping
vw_C1_Account_Usage_Today,C1_Account_Usage_Raw
vw_C1_Account_Usage_Today,C1_Account_Usage
vw_C1_Account_Usage_Today,MAK_Channel_Daily
vw_C1_Account_Usage_Today,c1_usage_data_v2
vw_C1_Account_Usage_Today,c1_subscription_lifecycle
vw_C1_Account_Usage_Today,C1_Account_License
vw_C1_Account_Usage_Today,c1_account_lifecycle
vw_C1_Subscription,c1_subscription_lifecycle
C1_Onboard_Customer_Trending,C1_Account_License
C1_Onboard_Customer_Trending,C1_Account_Usage_Daily
C1_Onboard_Customer_Header,C1_Account_License
C1_Onboard_Customer_Header,C1_Account_Usage_Daily
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,Account_Intelligence
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,CDE_Product_Group_Level2
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,DS_Feedback_Main_Monthly
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,DS_Host_Plugin_AM_Realtime_Scan
Func_BPG_DS_C1WS_Module_Enabled_Count_Detail,DS_Host_Recent_60_Days
Func_BPG_DS_C1WS_Module_Enabled_Count,Account_Intelligence
Func_BPG_DS_C1WS_Module_Enabled_Count,CDE_Product_Group_Level2
Func_BPG_DS_C1WS_Module_Enabled_Count,DS_Feedback_Main_Monthly
Func_BPG_DS_C1WS_Module_Enabled_Count,DS_Host_Recent_60_Days
Func_c1_trial_conversion_mom_test,C1_Account_License
Func_c1_trial_conversion_mom,C1_Account_License
v_c1_pendo_feature_events,c1_pendo_pages
v_c1_pendo_feature_events,c1_pendo_feature_events
v_c1_pendo_feature_events,c1_pendo_features
v_c1_pendo_events_flattened,c1_pendo_guides
v_c1_pendo_events_flattened,c1_pendo_pages
v_c1_pendo_events_flattened,c1_pendo_track_types
v_c1_pendo_events_flattened,c1_pendo_features
Func_MAK_Channel_Daily,REV_Sales_Inv_SubLines_LMP
Func_MAK_Channel_Daily,REV_Sales_Inv_SubLines
Func_MAK_Channel_Daily,CDE_Product_ID9_Profile
Func_MAK_Channel_Daily,REV_Sales_Inv_Lines_AWSM
Func_MAK_Channel_Daily,REV_Sales_Inv_Lines_LMP
Func_MAK_Channel_Daily,CDE_Product_Hierarchy
Func_MAK_Channel_Daily,REV_Sales_Inv_Lines
Func_BPG_TP_Invoice,REV_Sales_Inv_SubLines
Func_BPG_TP_Invoice,CUS_Account_Profile
Func_BPG_TP_Invoice,CDE_Product_Hierarchy
Func_BPG_TP_Invoice,REV_Sales_Inv_Lines_Extend_NABU
Func_BPG_TP_Invoice,REV_Sales_Inv_Lines
Func_BPG_WFBSS_Invoice,REV_Sales_Inv_SubLines_LMP
Func_BPG_WFBSS_Invoice,REV_Sales_Inv_SubLines
Func_BPG_WFBSS_Invoice,PRD_AC_SN_Profile
Func_BPG_WFBSS_Invoice,REV_Sales_Inv_Lines_LMP
Func_BPG_WFBSS_Invoice,CUS_Account_Profile
Func_BPG_WFBSS_Invoice,CDE_Product_Hierarchy
Func_BPG_WFBSS_Invoice,REV_Sales_Inv_Lines_Extend_NABU
Func_BPG_WFBSS_Invoice,REV_Sales_Inv_Lines
Func_C1_Usage,azure_subscribers_legacy_dump20211029
Func_C1_Usage,c1_usage_data_v2
Func_c1_trial_conversion_trending,C1_Account_License
V1_Trial_Conversion_Rate_Channel_List,CLP_Account_UBT_Daily
Func_BPG_Apex_One_SaaS_Invoice,REV_Sales_Inv_SubLines_LMP
Func_BPG_Apex_One_SaaS_Invoice,REV_Sales_Inv_SubLines
Func_BPG_Apex_One_SaaS_Invoice,REV_Sales_Inv_Lines_LMP
Func_BPG_Apex_One_SaaS_Invoice,CUS_Account_Profile
Func_BPG_Apex_One_SaaS_Invoice,CDE_Product_Hierarchy
Func_BPG_Apex_One_SaaS_Invoice,REV_Sales_Inv_Lines_Extend_NABU
Func_BPG_Apex_One_SaaS_Invoice,REV_Sales_Inv_Lines
Func_c1_trial_conversion,C1_Account_License
Func_C1_Active_Customer,C1_Account_License
Func_C1_Active_Customer,CDE_Product_Hierarchy
Func_C1_Active_Customer,C1_Account_Usage_Daily
Func_G_Link_CLP_Account_Contact,CUS_Registered_Account_Contact
vw_All_C1_List,C1_entitlement_dump20210728
vw_All_C1_List,C1_Usage
vw_All_C1_List,c1_usage_data_v2
vw_All_C1_List,c1_subscription_lifecycle
vw_All_C1_List,c1_account_lifecycle
vw_All_C1_List,c1_entitlement
Func_c1_trial_conversion_bychannel,C1_Account_License
Func_G_Link_CLP_Account_Suggestion,REV_Sales_Inv_SubLines
Func_G_Link_CLP_Account_Suggestion,CUS_CLP_AC_Mapping
Func_G_Link_CLP_Account_Suggestion,REV_Sales_Inv_Lines
Func_G_Link_CLP_Account_Suggestion,CUS_Registered_Account_Profile
C1_Account_License_Daily,C1_Account_License
C1_Account_License_Daily,C1_Account_License_Daily
byOS_test,Deployed_Endpoint_Sensor_Count_Detail
v_msp_pendo_feature_events,msp_pendo_features
v_msp_pendo_feature_events,msp_pendo_feature_events
v_msp_pendo_feature_events,msp_pendo_pages
Poseidon_Credit_Allocation_Daily_Snapshot,Poseidon_UserCreditAllocationDailySnapshot
Poseidon_Credit_Allocation_Daily_Snapshot,Poseidon_CompanyIdentities
Func_C1_Account_Mapping_2021,DS_Feedback_Main
Func_C1_Account_Mapping_2021,C1_Account_Mapping
Func_C1_Account_Mapping_2021,C1_entitlement_dump20210728
Func_C1_Account_Mapping_2021,REV_Sales_Inv_Lines_AWSM
Func_C1_Account_Mapping_2021,awsm_daily_usage
Func_C1_Account_Mapping_2021,C1_Usage
Func_C1_Account_Mapping_2021,CUS_Account_Key_Map
Func_C1_Account_Mapping_2021,c1_subscription_lifecycle
Poseidon_Voucher_Lines,Poseidon_StockTransaction
Poseidon_Voucher_Lines,Poseidon_VoucherTemplate
Poseidon_Voucher_Lines,Poseidon_VoucherCreditRightResultActivity
Poseidon_Voucher_Lines,Poseidon_VoucherTermForCredit
Poseidon_Voucher_Lines,Poseidon_VoucherSource
Poseidon_Voucher_Lines,Poseidon_SourceType
Poseidon_Voucher_Lines,Poseidon_CompanyIdentities
Poseidon_Voucher_Lines,Poseidon_RightCollectionMappingRight
Poseidon_Voucher_Lines,Poseidon_Voucher
Poseidon_Voucher_Lines,Poseidon_CreditVoucherContent
Poseidon_Voucher_Lines,Poseidon_RightResult
Poseidon_Voucher_Lines,Poseidon_Stock
Poseidon_Voucher_Lines,Poseidon_RightCollection
Poseidon_Voucher_Lines,Poseidon_VoucherSourceIdentity
msp_pendo_events_flattened,msp_pendo_guides
msp_pendo_events_flattened,msp_pendo_features
msp_pendo_events_flattened,msp_pendo_track_types
msp_pendo_events_flattened,msp_pendo_pages
v_msp_pendo_page_events,msp_pendo_page_events
v_msp_pendo_page_events,msp_pendo_pages
Func_C1WS_From_DS_Daily,DS_Host_Before_60_Days
Func_C1WS_From_DS_Daily,DS_Feedback_Main
Func_C1WS_From_DS_Daily,DS_Product_Type
Func_C1WS_From_DS_Daily,DS_Client_OS_Type
Func_C1WS_From_DS_Daily,DS_Host_Recent_60_Days
v_msp_pendo_guide_events,msp_pendo_guides
v_msp_pendo_guide_events,msp_pendo_guide_events
v_msp_pendo_guide_events,msp_pendo_pages
v_msp_pendo_guide_events,msp_pendo_poll_events
computer,wfbss_computer
domain,wfbss_domain
v_c1_pendo_page_events,c1_pendo_pages
v_c1_pendo_page_events,c1_pendo_page_events
Vision_One_Account_App_Usage_Trending_Detection_Model_Management_API,slog_category
from_housecall_tav_user_metrics,terra_ccworder
from_housecall_tav_user_metrics,telemetry_collector
from_housecall_tav_user_metrics,t_license_snapshot_ext
Vision_One_Account_App_Usage_Trending_Detection_Model_Management_UI,slog_category
is_tc_log_format_correct,telemetry_collector
vw_C1_Usage_Extend_exp,C1_Account_Mapping
vw_C1_Usage_Extend_exp,MAK_Channel_Daily
vw_C1_Usage_Extend_exp,C1_Usage
Func_c1_trial_conversion_trending_backup,C1_Account_License
vw_C1_Entitlement_Daily_Extend,C1_Account_Mapping
vw_C1_Entitlement_Daily_Extend,MAK_Channel_Daily
vw_C1_Entitlement_Daily_Extend,C1_Usage
vw_C1_Entitlement_Daily_Extend,C1_Entitlement_Daily
Func_c1_trial_conversion_summary_backup,C1_Account_License
